,image_name,width,height,x0,y0,x1,y1,is_valid,box_area,resolution,label,face_count
493,00001526.jpg,866,1390,399,35,618,444,True,89571,"(866, 1390)",1.0,1
494,00003331.jpg,1600,1155,499,397,768,619,True,59718,"(1600, 1155)",1.0,1
498,00000837.jpg,400,191,8,1,251,139,True,33534,"(400, 191)",1.0,1
499,00003480.jpg,236,156,80,21,148,73,True,3536,"(236, 156)",1.0,1
500,00001297.jpg,600,419,253,30,361,118,True,9504,"(600, 419)",1.0,1
501,00002952.jpg,1300,889,612,105,955,372,True,91581,"(1300, 889)",1.0,1
503,00000764.jpg,1001,1600,441,64,613,384,True,55040,"(1001, 1600)",1.0,1
504,00002615.jpg,1024,682,346,184,501,304,True,18600,"(1024, 682)",1.0,1
505,00001308.jpg,1067,1700,479,156,644,455,True,49335,"(1067, 1700)",1.0,1
506,00003279.jpg,679,1024,254,401,334,542,True,11280,"(679, 1024)",1.0,1
507,00002167.jpg,612,459,116,81,330,268,True,40018,"(612, 459)",1.0,1
508,00000770.jpg,590,396,194,21,389,173,True,29640,"(590, 396)",1.0,1
509,00001446.jpg,590,885,236,55,399,339,True,46292,"(590, 885)",1.0,1
510,00000758.jpg,1300,867,487,54,853,339,True,104310,"(1300, 867)",1.0,1
511,00001320.jpg,682,1023,131,1,584,705,True,318912,"(682, 1023)",1.0,1
512,00001452.jpg,1332,850,761,55,1077,290,True,74260,"(1332, 850)",1.0,1
513,00000994.jpg,600,419,236,58,516,295,True,66360,"(600, 419)",1.0,1
514,00003245.jpg,800,800,665,426,794,583,True,20253,"(800, 800)",1.0,1
515,00001485.jpg,319,450,133,95,219,236,True,12126,"(319, 450)",1.0,1
516,00000943.jpg,533,800,167,12,428,458,True,116406,"(533, 800)",1.0,1
517,00003292.jpg,2000,1333,693,364,1363,895,True,355770,"(2000, 1333)",1.0,1
518,00002826.jpg,1300,956,581,89,947,403,True,114924,"(1300, 956)",1.0,1
519,00002198.jpg,471,630,215,33,283,139,True,7208,"(471, 630)",1.0,1
520,00001491.jpg,1470,980,412,50,776,332,True,102648,"(1470, 980)",1.0,1
521,00000957.jpg,2946,1960,1204,139,1492,362,True,64224,"(2946, 1960)",1.0,1
522,00000566.jpg,910,780,323,473,513,662,True,35910,"(910, 780)",1.0,1
523,00001678.jpg,450,319,188,46,269,112,True,5346,"(450, 319)",1.0,1
524,00002365.jpg,1600,1199,624,250,944,529,True,89280,"(1600, 1199)",1.0,1
525,00002403.jpg,313,512,70,12,172,203,True,19482,"(313, 512)",1.0,1
526,00001644.jpg,319,450,109,27,182,146,True,8687,"(319, 450)",1.0,1
527,00003053.jpg,1920,1534,477,179,665,354,True,32900,"(1920, 1534)",1.0,1
532,00002359.jpg,300,350,173,18,241,108,True,6120,"(300, 350)",1.0,1
533,00001888.jpg,600,418,267,68,419,189,True,18392,"(600, 418)",1.0,1
534,00001650.jpg,417,626,58,26,332,495,True,128506,"(417, 626)",1.0,1
535,00001877.jpg,1500,1120,652,53,972,338,True,91200,"(1500, 1120)",1.0,1
536,00003090.jpg,900,900,355,315,469,447,True,15048,"(900, 900)",1.0,1
538,00001687.jpg,1300,956,381,98,605,289,True,42784,"(1300, 956)",1.0,1
539,00001693.jpg,1023,682,406,50,796,352,True,117780,"(1023, 682)",1.0,1
540,00003085.jpg,1000,1500,281,685,690,1400,True,292435,"(1000, 1500)",1.0,1
542,00001692.jpg,1300,975,617,106,889,343,True,64464,"(1300, 975)",1.0,1
544,00000598.jpg,1024,683,246,164,425,304,True,25060,"(1024, 683)",1.0,1
546,00001686.jpg,559,309,110,5,497,254,True,96363,"(559, 309)",1.0,1
547,00001876.jpg,2000,1333,313,58,958,559,True,323145,"(2000, 1333)",1.0,1
548,00001862.jpg,540,720,169,74,444,500,True,117150,"(540, 720)",1.0,1
549,00001651.jpg,333,519,114,145,164,236,True,4550,"(333, 519)",1.0,1
550,00001889.jpg,1000,667,527,87,803,296,True,57684,"(1000, 667)",1.0,1
551,00003046.jpg,533,800,258,252,340,396,True,11808,"(533, 800)",1.0,1
555,00002358.jpg,637,960,377,58,478,234,True,17776,"(637, 960)",1.0,1
556,00001137.jpg,1068,1700,533,406,701,718,True,52416,"(1068, 1700)",1.0,1
557,00001123.jpg,1800,1202,693,309,1038,577,True,92460,"(1800, 1202)",1.0,1
558,00003052.jpg,280,370,84,73,129,143,True,3150,"(280, 370)",1.0,1
560,00002364.jpg,2000,2000,635,241,1454,1194,True,780507,"(2000, 2000)",1.0,1
561,00002416.jpg,1280,720,921,135,1076,239,True,16120,"(1280, 720)",1.0,1
563,00001679.jpg,866,1300,481,190,630,450,True,38740,"(866, 1300)",1.0,1
564,00000567.jpg,1500,1000,450,302,1016,741,True,248474,"(1500, 1000)",1.0,1
567,00002827.jpg,1000,667,590,187,777,333,True,27302,"(1000, 667)",1.0,1
570,00000956.jpg,683,1024,232,122,362,350,True,29640,"(683, 1024)",1.0,1
571,00003287.jpg,500,500,116,44,198,139,True,7790,"(500, 500)",1.0,1
573,00002199.jpg,470,423,210,65,367,230,True,25905,"(470, 423)",1.0,1
574,00003293.jpg,736,981,188,170,309,354,True,22264,"(736, 981)",1.0,1
575,00001484.jpg,400,272,198,84,366,217,True,22344,"(400, 272)",1.0,1
576,00001335.jpg,1333,2000,626,186,781,457,True,42005,"(1333, 2000)",1.0,1
577,00003244.jpg,640,960,282,354,352,476,True,8540,"(640, 960)",1.0,1
578,00000995.jpg,800,534,92,16,313,188,True,38012,"(800, 534)",1.0,1
579,00001453.jpg,1024,768,417,68,617,243,True,35000,"(1024, 768)",1.0,1
580,00000981.jpg,600,400,232,34,374,147,True,16046,"(600, 400)",1.0,1
581,00002628.jpg,601,900,362,123,449,274,True,13137,"(601, 900)",1.0,1
583,00002600.jpg,570,778,274,1,343,100,True,6831,"(570, 778)",1.0,1
585,00000765.jpg,768,1024,291,59,407,239,True,20880,"(768, 1024)",1.0,1
586,00000003.jpg,500,350,101,25,176,87,True,4650,"(500, 350)",1.0,1
587,00002953.jpg,844,1023,531,116,638,267,True,16157,"(844, 1023)",1.0,1
588,00001282.jpg,333,519,187,20,228,93,True,2993,"(333, 519)",1.0,1
589,00000836.jpg,1232,821,376,147,816,489,True,150480,"(1232, 821)",1.0,1
590,00001296.jpg,1000,667,226,109,484,309,True,51600,"(1000, 667)",1.0,1
591,00000188.jpg,640,427,85,93,155,147,True,3780,"(640, 427)",1.0,1
592,00003481.jpg,236,353,81,72,124,147,True,3225,"(236, 353)",1.0,1
593,00002748.jpg,1024,765,626,111,753,221,True,13970,"(1024, 765)",1.0,1
595,00002990.jpg,1300,996,703,279,845,406,True,18034,"(1300, 996)",1.0,1
596,00003456.jpg,236,337,80,257,117,319,True,2294,"(236, 337)",1.0,1
597,00001527.jpg,600,900,208,57,286,193,True,10608,"(600, 900)",1.0,1
598,00001533.jpg,1024,709,513,118,895,426,True,117656,"(1024, 709)",1.0,1
599,00002984.jpg,682,1023,227,312,427,662,True,70000,"(682, 1023)",1.0,1
601,00003442.jpg,459,612,191,145,313,329,True,22448,"(459, 612)",1.0,1
602,00001255.jpg,800,533,362,63,583,231,True,37128,"(800, 533)",1.0,1
603,00000605.jpg,800,534,131,96,313,234,True,25116,"(800, 534)",1.0,1
608,00002012.jpg,1500,1120,502,61,795,316,True,74715,"(1500, 1120)",1.0,1
609,00002006.jpg,800,553,220,22,717,431,True,203273,"(800, 553)",1.0,1
610,00000177.jpg,6000,4000,1308,92,3873,2125,True,5214645,"(6000, 4000)",1.0,1
611,00001902.jpg,2410,1465,881,222,1561,703,True,327080,"(2410, 1465)",1.0,1
612,00001916.jpg,1024,658,214,58,479,255,True,52205,"(1024, 658)",1.0,1
613,00003132.jpg,1300,957,224,198,458,398,True,46800,"(1300, 957)",1.0,1
615,00001043.jpg,500,333,201,76,323,170,True,11468,"(500, 333)",1.0,1
616,00001057.jpg,590,393,179,144,297,238,True,11092,"(590, 393)",1.0,1
617,00003126.jpg,533,800,125,62,363,468,True,96628,"(533, 800)",1.0,1
618,00001731.jpg,720,908,34,1,543,656,True,333395,"(720, 908)",1.0,1
619,00001719.jpg,768,1024,263,57,374,229,True,19092,"(768, 1024)",1.0,1
620,00000361.jpg,2600,1734,1286,460,1743,815,True,162235,"(2600, 1734)",1.0,1
622,00000413.jpg,1058,1600,379,272,545,565,True,48638,"(1058, 1600)",1.0,1
623,00002204.jpg,626,417,207,45,423,212,True,36072,"(626, 417)",1.0,1
624,00002574.jpg,900,600,256,40,539,255,True,60845,"(900, 600)",1.0,1
626,00000363.jpg,1281,681,192,149,484,330,True,52852,"(1281, 681)",1.0,1
627,00002212.jpg,736,1104,242,73,410,366,True,49224,"(736, 1104)",1.0,1
628,00000411.jpg,1080,1350,481,441,615,632,True,25594,"(1080, 1350)",1.0,1
629,00000377.jpg,1000,667,645,104,945,337,True,69900,"(1000, 667)",1.0,1
634,00002560.jpg,512,354,50,1,508,353,True,161216,"(512, 354)",1.0,1
635,00001041.jpg,867,1390,191,183,343,467,True,43168,"(867, 1390)",1.0,1
636,00002548.jpg,840,560,334,163,634,396,True,69900,"(840, 560)",1.0,1
637,00003130.jpg,868,1300,376,241,475,414,True,17127,"(868, 1300)",1.0,1
638,00001727.jpg,1300,788,656,143,1073,437,True,122598,"(1300, 788)",1.0,1
639,00001733.jpg,800,534,487,43,657,176,True,22610,"(800, 534)",1.0,1
640,00003124.jpg,500,751,124,213,197,339,True,9198,"(500, 751)",1.0,1
641,00001055.jpg,957,1300,285,173,379,321,True,13912,"(957, 1300)",1.0,1
642,00001900.jpg,1500,1000,819,48,1300,421,True,179413,"(1500, 1000)",1.0,1
643,00001914.jpg,1300,956,337,11,1259,799,True,726536,"(1300, 956)",1.0,1
644,00002010.jpg,590,394,258,100,347,169,True,6141,"(590, 394)",1.0,1
645,00001519.jpg,1000,694,232,47,526,279,True,68208,"(1000, 694)",1.0,1
646,00002776.jpg,2500,1667,1552,237,1972,563,True,136920,"(2500, 1667)",1.0,1
648,00002762.jpg,1000,1000,351,130,741,584,True,177060,"(1000, 1000)",0.0,0
649,00000175.jpg,1300,956,669,132,799,243,True,14430,"(1300, 956)",1.0,1
650,00002004.jpg,600,419,271,74,358,144,True,6090,"(600, 419)",1.0,1
651,00001525.jpg,780,527,149,24,473,279,True,82620,"(780, 527)",1.0,1
652,00003332.jpg,679,960,313,375,485,658,True,48676,"(679, 960)",1.0,1
653,00003454.jpg,236,354,75,34,129,128,True,5076,"(236, 354)",0.0,0
654,00001243.jpg,343,280,144,31,211,94,True,4221,"(343, 280)",1.0,1
655,00003440.jpg,236,354,98,54,143,133,True,3555,"(236, 354)",0.0,0
656,00002986.jpg,960,640,4,111,142,219,True,14904,"(960, 640)",1.0,1
661,00002038.jpg,1024,781,335,44,763,424,True,162640,"(1024, 781)",1.0,1
663,00003326.jpg,375,500,286,122,326,184,True,2480,"(375, 500)",1.0,1
664,00001531.jpg,612,410,63,1,574,398,True,202867,"(612, 410)",1.0,1
665,00002979.jpg,1200,631,422,128,833,380,True,103572,"(1200, 631)",1.0,1
666,00000820.jpg,1078,1600,265,136,399,367,True,30954,"(1078, 1600)",1.0,1
668,00001280.jpg,436,280,150,16,228,74,True,4524,"(436, 280)",1.0,1
669,00003497.jpg,236,354,64,130,138,256,True,9324,"(236, 354)",1.0,1
670,00003483.jpg,236,355,76,38,150,168,True,9620,"(236, 355)",0.0,0
671,00002945.jpg,1080,1350,263,173,851,1030,True,503916,"(1080, 1350)",1.0,1
673,00000834.jpg,1000,635,220,11,790,431,True,239400,"(1000, 635)",1.0,1
674,00000015.jpg,1333,2000,471,315,774,845,True,160590,"(1333, 2000)",1.0,1
675,00002602.jpg,800,533,435,113,606,245,True,22572,"(800, 533)",1.0,1
676,00001479.jpg,1600,1167,708,81,971,310,True,60227,"(1600, 1167)",0.0,0
677,00000767.jpg,1024,701,341,87,529,240,True,28764,"(1024, 701)",1.0,1
678,00000997.jpg,699,1050,254,24,394,263,True,33460,"(699, 1050)",1.0,1
679,00003246.jpg,626,417,290,56,563,273,True,59241,"(626, 417)",1.0,1
681,00001337.jpg,1300,956,521,155,947,520,True,155490,"(1300, 956)",1.0,1
682,00001323.jpg,391,280,137,21,247,113,True,10120,"(391, 280)",1.0,1
683,00001445.jpg,600,600,362,13,445,112,True,8217,"(600, 600)",1.0,1
684,00000983.jpg,866,1390,431,78,564,328,True,33250,"(866, 1390)",1.0,1
685,00000968.jpg,866,1300,486,24,594,212,True,20304,"(866, 1300)",1.0,1
686,00001492.jpg,880,660,531,171,719,331,True,30080,"(880, 660)",1.0,1
689,00002825.jpg,1280,853,608,126,763,249,True,19065,"(1280, 853)",1.0,1
690,00000798.jpg,970,1455,327,1,619,494,True,143956,"(970, 1455)",1.0,1
691,00003291.jpg,1024,681,610,174,762,289,True,17480,"(1024, 681)",1.0,1
694,00001109.jpg,800,533,312,46,494,190,True,26208,"(800, 533)",1.0,1
695,00000571.jpg,626,417,231,179,393,304,True,20250,"(626, 417)",1.0,1
696,00002366.jpg,640,748,303,46,413,195,True,16390,"(640, 748)",1.0,1
698,00000565.jpg,1024,769,751,231,979,431,True,45600,"(1024, 769)",1.0,1
703,00000203.jpg,667,1000,292,4,619,573,True,186063,"(667, 1000)",1.0,1
706,00002414.jpg,1400,933,584,128,1183,592,True,277936,"(1400, 933)",1.0,1
707,00003044.jpg,5184,3456,2185,646,2829,1134,True,314272,"(5184, 3456)",1.0,1
708,00001653.jpg,1000,667,341,101,649,340,True,73612,"(1000, 667)",1.0,1
709,00000559.jpg,1024,682,470,198,639,329,True,22139,"(1024, 682)",1.0,1
712,00001647.jpg,800,533,403,49,624,220,True,37791,"(800, 533)",1.0,1
713,00002428.jpg,640,480,316,1,583,226,True,60075,"(640, 480)",1.0,1
714,00001121.jpg,334,519,147,27,213,148,True,7986,"(334, 519)",1.0,1
715,00001874.jpg,233,350,84,5,193,195,True,20710,"(233, 350)",1.0,1
716,00001860.jpg,360,254,99,11,270,152,True,24111,"(360, 254)",1.0,1
717,00001690.jpg,1470,980,641,145,969,399,True,83312,"(1470, 980)",1.0,1
718,00001848.jpg,1300,947,480,81,770,327,True,71340,"(1300, 947)",1.0,1
719,00003087.jpg,960,444,744,121,949,238,True,23985,"(960, 444)",1.0,1
720,00002399.jpg,900,600,399,130,811,450,True,131840,"(900, 600)",1.0,1
721,00003093.jpg,1440,1800,267,521,681,1125,True,250056,"(1440, 1800)",1.0,1
724,00001684.jpg,1001,1600,189,49,579,775,True,283140,"(1001, 1600)",1.0,1
725,00001685.jpg,518,612,213,114,285,213,True,7128,"(518, 612)",1.0,1
726,00003092.jpg,236,354,83,58,126,131,True,3139,"(236, 354)",0.0,0
727,00003086.jpg,626,417,390,100,548,223,True,19434,"(626, 417)",1.0,1
732,00001691.jpg,1280,720,828,28,1188,264,True,84960,"(1280, 720)",1.0,1
734,00001861.jpg,1300,922,416,64,774,360,True,105968,"(1300, 922)",0.0,0
735,00003051.jpg,600,400,163,32,408,222,True,46550,"(600, 400)",1.0,1
736,00001646.jpg,680,1024,256,85,392,323,True,32368,"(680, 1024)",1.0,1
737,00000558.jpg,622,415,161,207,230,261,True,3726,"(622, 415)",1.0,1
739,00001120.jpg,612,408,128,14,543,343,True,136535,"(612, 408)",1.0,1
740,00002429.jpg,650,667,95,22,514,522,True,209500,"(650, 667)",1.0,1
741,00001652.jpg,781,1024,331,82,418,215,True,11571,"(781, 1024)",1.0,1
742,00003045.jpg,700,466,390,107,550,230,True,19680,"(700, 466)",1.0,1
743,00000564.jpg,1300,957,223,192,597,513,True,120054,"(1300, 957)",1.0,1
748,00002373.jpg,682,1024,311,103,412,279,True,17776,"(682, 1024)",1.0,1
749,00002415.jpg,500,280,121,1,499,259,True,97524,"(500, 280)",1.0,1
750,00001108.jpg,600,419,181,11,312,117,True,13886,"(600, 419)",1.0,1
751,00002367.jpg,700,350,81,2,563,271,True,129658,"(700, 350)",1.0,1
752,00002830.jpg,829,1200,95,326,182,471,True,12615,"(829, 1200)",1.0,1
757,00000941.jpg,900,600,314,108,523,270,True,33858,"(900, 600)",1.0,1
758,00001487.jpg,400,620,158,52,241,203,True,12533,"(400, 620)",1.0,1
759,00000799.jpg,1300,957,185,29,494,299,True,83430,"(1300, 957)",1.0,1
760,00000955.jpg,1000,1620,218,207,519,774,True,170667,"(1000, 1620)",1.0,1
761,00001493.jpg,1500,964,579,68,935,341,True,97188,"(1500, 964)",1.0,1
762,00003284.jpg,612,408,387,158,520,262,True,13832,"(612, 408)",1.0,1
764,00000969.jpg,853,1000,388,128,538,333,True,30750,"(853, 1000)",1.0,1
765,00000982.jpg,533,849,256,145,314,253,True,6264,"(533, 849)",1.0,1
766,00003247.jpg,800,533,332,123,499,253,True,21710,"(800, 533)",1.0,1
767,00000996.jpg,1067,1700,308,169,508,540,True,74200,"(1067, 1700)",1.0,1
769,00001450.jpg,850,1280,288,354,486,694,True,67320,"(850, 1280)",1.0,1
770,00002617.jpg,1800,1200,1123,368,1508,666,True,114730,"(1800, 1200)",1.0,1
771,00002171.jpg,830,430,321,2,783,281,True,128898,"(830, 430)",1.0,1
772,00000772.jpg,600,475,123,51,246,164,True,13899,"(600, 475)",1.0,1
773,00002165.jpg,2760,1890,815,1,2020,915,True,1101370,"(2760, 1890)",1.0,1
774,00002603.jpg,840,473,596,271,696,337,True,6600,"(840, 473)",1.0,1
777,00001295.jpg,749,937,128,235,215,361,True,10962,"(749, 937)",1.0,1
782,00002944.jpg,533,800,217,161,349,392,True,30492,"(533, 800)",1.0,1
783,00003482.jpg,236,157,88,48,133,83,True,1575,"(236, 157)",1.0,1
784,00000835.jpg,2946,1960,1827,136,2344,537,True,207317,"(2946, 1960)",1.0,1
785,00003496.jpg,235,307,74,26,105,74,True,1488,"(235, 307)",1.0,1
786,00002788.jpg,735,1000,218,131,459,504,True,89893,"(735, 1000)",1.0,1
787,00001281.jpg,1300,957,355,98,691,386,True,96768,"(1300, 957)",1.0,1
788,00002978.jpg,427,640,148,29,318,319,True,49300,"(427, 640)",1.0,1
789,00000809.jpg,2000,1333,813,216,1231,540,True,135432,"(2000, 1333)",1.0,1
790,00002987.jpg,960,444,386,56,853,302,True,114882,"(960, 444)",1.0,1
791,00001530.jpg,467,635,153,1,284,184,True,23973,"(467, 635)",1.0,1
792,00003327.jpg,612,413,219,121,295,182,True,4636,"(612, 413)",1.0,1
793,00003333.jpg,255,340,81,66,125,134,True,2992,"(255, 340)",1.0,1
794,00002993.jpg,1500,1500,793,326,1035,608,True,68244,"(1500, 1500)",1.0,1
795,00000174.jpg,1500,1125,31,202,616,712,True,298350,"(1500, 1125)",1.0,1
797,00002763.jpg,605,756,287,107,344,189,True,4674,"(605, 756)",1.0,1
799,00002005.jpg,512,512,208,1,312,94,True,9672,"(512, 512)",1.0,1
800,00000612.jpg,900,601,284,183,464,323,True,25200,"(900, 601)",1.0,1
803,00002011.jpg,1600,1068,463,100,790,360,True,85020,"(1600, 1068)",1.0,1
804,00002777.jpg,1024,683,379,131,715,392,True,87696,"(1024, 683)",1.0,1
805,00001929.jpg,600,900,126,46,288,328,True,45684,"(600, 900)",1.0,1
806,00001097.jpg,1300,957,413,96,679,328,True,61712,"(1300, 957)",1.0,1
807,00001083.jpg,673,1024,241,77,548,620,True,166701,"(673, 1024)",1.0,1
808,00001901.jpg,861,1300,385,105,547,389,True,46008,"(861, 1300)",1.0,1
809,00001732.jpg,866,1300,431,152,553,366,True,26108,"(866, 1300)",1.0,1
810,00002549.jpg,800,800,189,175,356,369,True,32398,"(800, 800)",1.0,1
812,00001040.jpg,590,426,193,41,311,140,True,11682,"(590, 426)",1.0,1
813,00001726.jpg,1000,667,447,75,735,298,True,64224,"(1000, 667)",1.0,1
814,00003131.jpg,682,1024,324,181,407,326,True,12035,"(682, 1024)",1.0,1
815,00000362.jpg,1300,867,513,64,1057,495,True,234464,"(1300, 867)",1.0,1
816,00000339.jpg,1000,1500,392,611,533,858,True,34827,"(1000, 1500)",1.0,1
817,00001027.jpg,3456,5184,486,1032,2500,4471,True,6926146,"(3456, 5184)",0.0,0
818,00001741.jpg,236,373,72,3,150,142,True,10842,"(236, 373)",1.0,1
819,00001999.jpg,400,225,27,7,320,199,True,56256,"(400, 225)",1.0,1
820,00003156.jpg,1200,1199,563,357,706,523,True,23738,"(1200, 1199)",1.0,1
823,00003142.jpg,735,490,175,84,567,389,True,119560,"(735, 490)",1.0,1
824,00001755.jpg,1300,956,616,100,870,323,True,56642,"(1300, 956)",1.0,1
825,00001033.jpg,1024,704,354,75,587,266,True,44503,"(1024, 704)",1.0,1
826,00000305.jpg,1200,1800,553,383,750,728,True,67965,"(1200, 1800)",1.0,1
827,00002512.jpg,660,373,338,19,504,129,True,18260,"(660, 373)",1.0,1
828,00001769.jpg,866,1390,339,160,520,498,True,61178,"(866, 1390)",1.0,1
829,00002260.jpg,1280,720,21,1,1113,680,True,741468,"(1280, 720)",1.0,1
830,00001782.jpg,600,398,272,47,529,245,True,50886,"(600, 398)",1.0,1
831,00001796.jpg,590,393,208,53,559,325,True,95472,"(590, 393)",1.0,1
832,00001966.jpg,400,289,152,19,316,156,True,22468,"(400, 289)",1.0,1
833,00001972.jpg,1500,1120,570,27,1022,410,True,173116,"(1500, 1120)",1.0,1
834,00003354.jpg,900,900,414,61,569,242,True,28055,"(900, 900)",1.0,1
835,00001543.jpg,1001,1600,237,72,465,496,True,96672,"(1001, 1600)",1.0,1
836,00000885.jpg,333,500,67,45,189,259,True,26108,"(333, 500)",1.0,1
837,00001225.jpg,1300,957,354,58,644,306,True,71920,"(1300, 957)",1.0,1
838,00003426.jpg,236,306,177,169,213,224,True,1980,"(236, 306)",1.0,1
839,00001231.jpg,2000,1335,896,277,1424,687,True,216480,"(2000, 1335)",0.0,0
840,00001557.jpg,993,1300,304,340,616,805,True,145080,"(993, 1300)",1.0,1
841,00000891.jpg,1000,752,164,99,786,643,True,338368,"(1000, 752)",1.0,1
842,00000661.jpg,1500,1000,120,97,273,216,True,18207,"(1500, 1000)",1.0,1
845,00002076.jpg,1500,1120,527,54,959,429,True,162000,"(1500, 1120)",1.0,1
846,00003368.jpg,1376,2000,782,231,949,520,True,48263,"(1376, 2000)",1.0,1
847,00002710.jpg,1300,957,751,90,979,285,True,44460,"(1300, 957)",1.0,1
852,00001219.jpg,333,519,136,110,185,200,True,4410,"(333, 519)",1.0,1
853,00000107.jpg,2000,1335,775,364,998,537,True,38579,"(2000, 1335)",1.0,1
854,00002704.jpg,2048,1365,791,4,1371,308,True,176320,"(2048, 1365)",1.0,1
855,00002062.jpg,800,561,211,69,677,449,True,177080,"(800, 561)",1.0,1
856,00000675.jpg,750,501,189,106,268,167,True,4819,"(750, 501)",1.0,1
860,00001580.jpg,333,519,179,88,214,149,True,2135,"(333, 519)",1.0,1
861,00003397.jpg,417,626,178,131,271,294,True,15159,"(417, 626)",1.0,1
862,00002089.jpg,370,280,203,22,285,95,True,5986,"(370, 280)",1.0,1
863,00002937.jpg,612,408,205,57,310,138,True,8505,"(612, 408)",1.0,1
866,00002923.jpg,720,480,395,193,542,307,True,16758,"(720, 480)",1.0,1
868,00001594.jpg,683,1024,260,216,373,408,True,21696,"(683, 1024)",1.0,1
869,00003220.jpg,500,333,237,82,293,125,True,2408,"(500, 333)",1.0,1
870,00000729.jpg,980,980,518,532,682,724,True,31488,"(980, 980)",1.0,1
878,00001351.jpg,683,1024,317,204,392,334,True,9750,"(683, 1024)",1.0,1
879,00002658.jpg,400,600,70,173,149,309,True,10744,"(400, 600)",1.0,1
881,00002880.jpg,1000,714,389,167,665,402,True,64860,"(1000, 714)",1.0,1
882,00001423.jpg,1067,1700,540,180,672,425,True,32340,"(1067, 1700)",1.0,1
883,00000715.jpg,1500,1000,798,357,1185,658,True,116487,"(1500, 1000)",1.0,1
886,00002102.jpg,1000,667,501,47,866,331,True,103660,"(1000, 667)",1.0,1
887,00000067.jpg,1333,2000,700,244,949,680,True,108564,"(1333, 2000)",1.0,1
888,00001379.jpg,1800,1200,460,113,844,411,True,114432,"(1800, 1200)",1.0,1
889,00002670.jpg,1470,980,553,580,806,772,True,48576,"(1470, 980)",1.0,1
891,00002116.jpg,1067,1700,461,47,675,443,True,84744,"(1067, 1700)",1.0,1
892,00000701.jpg,1000,1000,345,337,645,687,True,105000,"(1000, 1000)",1.0,1
894,00000932.jpg,436,600,206,68,284,193,True,9750,"(436, 600)",0.0,0
895,00002843.jpg,900,663,256,105,363,197,True,9844,"(900, 663)",1.0,1
897,00001392.jpg,1000,1500,406,580,610,936,True,72624,"(1000, 1500)",1.0,1
898,00001386.jpg,760,434,136,1,682,347,True,188916,"(760, 434)",1.0,1
899,00002857.jpg,612,408,164,128,307,238,True,15730,"(612, 408)",1.0,1
906,00000926.jpg,1356,1681,376,164,619,516,True,85536,"(1356, 1681)",1.0,1
907,00001635.jpg,407,612,166,88,269,268,True,18540,"(407, 612)",1.0,1
908,00003036.jpg,1200,800,350,118,829,489,True,177709,"(1200, 800)",1.0,1
909,00001621.jpg,1307,1960,224,374,363,618,True,33916,"(1307, 1960)",1.0,1
910,00001147.jpg,500,334,124,60,208,124,True,5376,"(500, 334)",1.0,1
911,00002466.jpg,1024,682,126,80,478,353,True,96096,"(1024, 682)",1.0,1
912,00002300.jpg,962,1215,359,132,661,576,True,134088,"(962, 1215)",1.0,1
913,00000517.jpg,2000,1333,4,244,460,621,True,171912,"(2000, 1333)",1.0,1
915,00001609.jpg,1300,956,777,322,981,494,True,35088,"(1300, 956)",1.0,1
916,00000503.jpg,1300,1043,650,500,946,777,True,81992,"(1300, 1043)",1.0,1
923,00002314.jpg,448,600,272,143,324,225,True,4264,"(448, 600)",1.0,1
925,00002472.jpg,640,468,177,154,282,243,True,9345,"(640, 468)",1.0,1
927,00000265.jpg,667,1000,295,170,519,560,True,87360,"(667, 1000)",1.0,1
928,00001190.jpg,236,340,49,1,134,139,True,11730,"(236, 340)",1.0,1
929,00002499.jpg,800,675,248,1,800,555,True,305808,"(800, 675)",1.0,1
930,00001184.jpg,1024,683,350,131,538,277,True,27448,"(1024, 683)",1.0,1
931,00001806.jpg,1050,700,296,96,978,625,True,360778,"(1050, 700)",1.0,1
932,00001807.jpg,1200,798,569,122,945,413,True,109416,"(1200, 798)",1.0,1
933,00001813.jpg,683,1024,160,293,485,860,True,184275,"(683, 1024)",1.0,1
934,00001191.jpg,1000,714,421,55,674,266,True,53383,"(1000, 714)",1.0,1
935,00000502.jpg,1300,956,647,219,843,387,True,32928,"(1300, 956)",1.0,1
940,00001608.jpg,1000,709,566,90,789,273,True,40809,"(1000, 709)",1.0,1
941,00000516.jpg,1300,956,365,164,589,355,True,42784,"(1300, 956)",1.0,1
947,00002301.jpg,1200,1800,492,293,717,685,True,88200,"(1200, 1800)",1.0,1
948,00001620.jpg,1000,667,450,95,785,361,True,89110,"(1000, 667)",1.0,1
949,00001152.jpg,1257,1300,524,171,731,421,True,51750,"(1257, 1300)",1.0,1
950,00003023.jpg,549,309,415,121,520,188,True,7035,"(549, 309)",1.0,1
955,00001634.jpg,500,333,205,36,322,129,True,10881,"(500, 333)",1.0,1
956,00002856.jpg,612,408,265,118,445,258,True,25200,"(612, 408)",1.0,1
957,00000099.jpg,950,1300,334,349,501,609,True,43420,"(950, 1300)",1.0,1
960,00001387.jpg,2940,1960,737,231,1467,786,True,405150,"(2940, 1960)",1.0,1
961,00000933.jpg,683,1024,232,122,362,350,True,29640,"(683, 1024)",1.0,1
962,00002842.jpg,480,360,157,13,255,96,True,8134,"(480, 360)",1.0,1
967,00002117.jpg,1300,1152,557,14,823,288,True,72884,"(1300, 1152)",1.0,1
969,00002103.jpg,1500,1120,519,35,933,402,True,151938,"(1500, 1120)",1.0,1
